path	ref_count	references
bots/dev_pr_automerge_v1.py	1	scripts/generated/run_dev_pr_automerge_v1.sh
bots/dev_pr_creator_v1.py	0	
bots/dev_pr_sync_v1.py	1	scripts/generated/run_dev_pr_sync_v1.sh
bots/dev_pr_watcher_v1.py	1	scripts/launch_pr_watcher.sh
bots/dev_proposal_generator_v1.py	2	scripts/brain_supply_loop.sh|scripts/generated/run_dev_proposal_generator_v1.sh
bots/dev_proposal_notify_daemon_v1.py	2	scripts/launch_wrapper.sh|scripts/generated/run_dev_proposal_notify_daemon_v1.sh
bots/dev_proposal_notify_v1.py	0	
bots/dev_reviewer_v1.py	1	scripts/generated/run_dev_reviewer_v1.sh
bots/dev_router_v1.py	0	
bots/dev_schema_apply.py	1	scripts/generated/run_dev_schema_apply.sh
bots/employee_registry_v1.py	1	scripts/generated/run_employee_registry_v1.sh
bots/enrich_contacts_v1.py	1	scripts/generated/run_enrich_contacts_v1.sh
bots/explain_orchestrator_v1.py	2	scripts/tg_poll_loop.sh|scripts/generated/run_explain_orchestrator_v1.sh
bots/focus3_exec_bridge_v1.py	0	
bots/focus3_judge_v1.py	1	scripts/generated/run_focus3_judge_v1.sh
bots/fortune_consistency_check_v1.py	1	scripts/generated/run_fortune_consistency_check_v1.sh
bots/fortune_engine_v1.py	0	
bots/fortune_text_normalizer_v1.py	1	scripts/generated/run_fortune_text_normalizer_v1.sh
bots/fv_copy_final_worker_v1.py	3	scripts/run_fv_copy_final_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_fv_copy_final_worker_v1.sh
bots/fv_wireframe_worker_v1.py	3	scripts/run_fv_wireframe_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_fv_wireframe_worker_v1.sh
bots/healthcheck_v1.py	1	scripts/generated/run_healthcheck_v1.sh
bots/image_plan_worker_v1.py	3	scripts/run_image_plan_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_image_plan_worker_v1.sh
bots/inbox_to_conversation_jobs_v1.py	3	scripts/run_inbox_to_conversation_jobs_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_inbox_to_conversation_jobs_v1.sh
bots/ingest_private_replies_kaikun04.py	0	
bots/ingest_private_replies_v1.py	2	scripts/run_ingest_private_replies_kaikun04.sh|scripts/generated/run_ingest_private_replies_v1.sh
bots/ingest_spec_answers_v1.py	2	scripts/tg_poll_loop.sh|scripts/generated/run_ingest_spec_answers_v1.sh
bots/ingest_telegram_replies_v1.py	2	scripts/tg_poll_loop.sh|scripts/generated/run_ingest_telegram_replies_v1.sh
bots/kaikun04_exec_bridge_v1.py	1	scripts/run_kaikun04_exec_bridge_v1.sh
bots/kaikun04_orchestrator_v1.py	1	scripts/generated/run_kaikun04_orchestrator_v1.sh
bots/kaikun04_router_worker_v1.py	1	scripts/run_kaikun04_router_worker_v1.sh
bots/lp_critic_v1.py	1	scripts/generated/run_lp_critic_v1.sh
bots/lp_fetch_v1.py	1	scripts/generated/run_lp_fetch_v1.sh
bots/lp_final_compiler_worker_v1.py	3	scripts/run_lp_final_compiler_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_lp_final_compiler_worker_v1.sh
bots/lp_html_export_worker_v1.py	2	scripts/run_lp_html_export_worker_v1.sh|scripts/generated/run_lp_html_export_worker_v1.sh
bots/lp_pattern_extractor_v1.py	1	scripts/generated/run_lp_pattern_extractor_v1.sh
bots/lp_rewriter_v1.py	1	scripts/generated/run_lp_rewriter_v1.sh
bots/lp_rewriter_v2.py	1	scripts/generated/run_lp_rewriter_v2.sh
bots/lp_rewriter_v3.py	1	scripts/generated/run_lp_rewriter_v3.sh
bots/lp_sales_manual_publish_worker.py	2	scripts/run_lp_sales_pipeline.sh|scripts/generated/run_lp_sales_manual_publish_worker.sh
bots/lp_scout_v1.py	1	scripts/generated/run_lp_scout_v1.sh
bots/lp_variant_improver_v1.py	3	scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/run_lp_variant_improver_v1.sh|scripts/generated/run_lp_variant_improver_v1.sh
bots/lp_variant_judge_v1.py	1	scripts/generated/run_lp_variant_judge_v1.sh
bots/lp_variant_judge_v2.py	1	scripts/generated/run_lp_variant_judge_v2.sh
bots/lp_variant_metrics_v1.py	1	scripts/generated/run_lp_variant_metrics_v1.sh
bots/lp_variant_reviewer_v1.py	3	scripts/run_lp_variant_reviewer_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_lp_variant_reviewer_v1.sh
bots/manual_lp_fixed_export_v1.py	1	scripts/generated/run_manual_lp_fixed_export_v1.sh
bots/meeting_from_db_v1.py	1	scripts/generated/run_meeting_from_db_v1.sh
bots/meeting_hn_v1.py	1	scripts/generated/run_meeting_hn_v1.sh
bots/meeting_orchestrator_v1.py	1	scripts/tg_poll_loop.sh
bots/money_delivery_runner_v1.py	0	
bots/money_learning_v1.py	1	scripts/generated/run_money_learning_v1.sh
bots/money_loop_v1.py	1	scripts/generated/run_money_loop_v1.sh
bots/money_lp_builder_v1.py	1	scripts/generated/run_money_lp_builder_v1.sh
bots/money_offer_builder_v1.py	1	scripts/generated/run_money_offer_builder_v1.sh
bots/money_order_assets_builder_v1.py	1	scripts/generated/run_money_order_assets_builder_v1.sh
bots/money_phase_repair_v1.py	0	
bots/money_trial_seed_v1.py	1	scripts/generated/run_money_trial_seed_v1.sh
bots/openai_smoke.py	1	scripts/generated/run_openai_smoke.sh
bots/openclaw_ui_api.py	1	scripts/generated/run_openclaw_ui_api.sh
bots/ops_brain_v1.py	3	scripts/run_ops_brain_agent.sh|scripts/run_ops_brain_watcher.sh|scripts/generated/run_ops_brain_v1.sh
bots/ops_exec_watchdog_v1.py	0	
bots/order_api_v1.py	1	scripts/generated/run_order_api_v1.sh
bots/parse_dev_reply_v1.py	0	
bots/persona_reply_v3.py	1	scripts/generated/run_persona_reply_v3.sh
bots/pipeline_hn_to_outreach.py	1	scripts/generated/run_pipeline_hn_to_outreach.sh
bots/private_reply_to_inbox_v1.py	1	scripts/run_private_reply_to_inbox_v1.sh
bots/product_image_url_worker_v1.py	3	scripts/run_product_image_url_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_product_image_url_worker_v1.sh
bots/project_decider_v1.py	4	scripts/project_decider_loop.sh|scripts/cluster_bias_refresh_loop.sh|scripts/run_cluster_bias_refresh_now.sh|scripts/generated/run_project_decider_v1.sh
bots/promoted_tuning_eligibility_v1.py	1	scripts/generated/run_promoted_tuning_eligibility_v1.sh
bots/promoted_tuning_normal_merge_planner_v1.py	1	scripts/generated/run_promoted_tuning_normal_merge_planner_v1.sh
bots/promoted_tuning_normal_observability_gate_v1.py	1	scripts/generated/run_promoted_tuning_normal_observability_gate_v1.sh
bots/promoted_tuning_normal_observability_planner_v1.py	1	scripts/generated/run_promoted_tuning_normal_observability_planner_v1.sh
bots/promoted_tuning_normalization_gate_v1.py	1	scripts/generated/run_promoted_tuning_normalization_gate_v1.sh
bots/promoted_tuning_normalization_planner_v1.py	1	scripts/generated/run_promoted_tuning_normalization_planner_v1.sh
bots/promoted_tuning_observability_core_final_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_core_final_gate_v1.sh
bots/promoted_tuning_observability_core_mix_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_core_mix_gate_v1.sh
bots/promoted_tuning_observability_core_mix_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_core_mix_planner_v1.sh
bots/promoted_tuning_observability_core_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_core_planner_v1.sh
bots/promoted_tuning_observability_runtime_final_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_final_gate_v1.sh
bots/promoted_tuning_observability_runtime_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_gate_v1.sh
bots/promoted_tuning_observability_runtime_live_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_live_planner_v1.sh
bots/promoted_tuning_observability_runtime_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_planner_v1.sh
bots/promoted_tuning_observability_runtime_release_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_release_planner_v1.sh
bots/promoted_tuning_observability_runtime_rollout_final_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_rollout_final_gate_v1.sh
bots/promoted_tuning_observability_runtime_rollout_gate_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_rollout_gate_v1.sh
bots/promoted_tuning_observability_runtime_rollout_planner_v1.py	1	scripts/generated/run_promoted_tuning_observability_runtime_rollout_planner_v1.sh
bots/promoted_tuning_release_gate_v1.py	1	scripts/generated/run_promoted_tuning_release_gate_v1.sh
bots/promoted_tuning_release_planner_v1.py	1	scripts/generated/run_promoted_tuning_release_planner_v1.sh
bots/public_preview_publish_worker_v1.py	4	scripts/run_public_preview_publish_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/run_lp_sales_pipeline.sh|scripts/generated/run_public_preview_publish_worker_v1.sh
bots/reference_lp_apply_worker_v1.py	1	scripts/generated/run_reference_lp_apply_worker_v1.sh
bots/reference_lp_expand_v1.py	1	scripts/generated/run_reference_lp_expand_v1.sh
bots/reference_lp_ingest_v1.py	1	scripts/generated/run_reference_lp_ingest_v1.sh
bots/reference_lp_pattern_worker_v1.py	1	scripts/generated/run_reference_lp_pattern_worker_v1.sh
bots/reference_lp_rebuild_v2_worker.py	1	scripts/generated/run_reference_lp_rebuild_v2_worker.sh
bots/reference_lp_rebuild_v3_worker.py	1	scripts/generated/run_reference_lp_rebuild_v3_worker.sh
bots/reference_lp_rebuild_v4_worker.py	1	scripts/generated/run_reference_lp_rebuild_v4_worker.sh
bots/reflection_v1.py	1	scripts/self_learning_loop.sh
bots/reflection_worker_v1.py	1	scripts/self_learning_loop.sh
bots/report_orchestrator_v1.py	2	scripts/tg_poll_loop.sh|scripts/generated/run_report_orchestrator_v1.sh
bots/review_only_tuning_decider_v1.py	1	scripts/generated/run_review_only_tuning_decider_v1.sh
bots/review_only_tuning_reply_bridge_v1.py	1	scripts/generated/run_review_only_tuning_reply_bridge_v1.sh
bots/role_training_v1.py	2	bots/team/sakura_scout.py|scripts/generated/run_role_training_v1.sh
bots/router_reply_finisher_v1.py	1	scripts/run_router_reply_finisher_v1.sh
bots/scout_market_v2.py	0	
bots/scout_playwright.py	1	scripts/generated/run_scout_playwright.sh
bots/secretary_llm_v1.py	1	scripts/run_secretary_llm_v1.sh
bots/section_body_worker_v1.py	3	scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/run_section_body_worker_v1.sh|scripts/generated/run_section_body_worker_v1.sh
bots/section_outline_worker_v1.py	3	scripts/run_section_outline_worker_v1.sh|scripts/run_telegram_os_creative_pipeline_v1.sh|scripts/generated/run_section_outline_worker_v1.sh
bots/self_healing_v2.py	0	
bots/self_improvement_feedback_metrics_v1.py	1	scripts/run_self_improvement_feedback_metrics_v1.sh
bots/self_improvement_pattern_bridge_v1.py	1	scripts/run_self_improvement_pattern_bridge_v1.sh
bots/self_improvement_proposal_feedback_v1.py	1	scripts/generated/run_self_improvement_proposal_feedback_v1.sh
bots/self_improvement_to_learning_v1.py	1	scripts/run_self_improvement_to_learning_v1.sh
bots/send_spec_questions_v1.py	1	scripts/generated/run_send_spec_questions_v1.sh
bots/spec_notify_v1.py	1	scripts/spec_notify_loop.sh
bots/spec_refiner_v2.py	1	scripts/brain_supply_loop.sh
bots/system_health_report_v1.py	0	
bots/task_decomposer_v1.py	3	scripts/test_telegram_os_job_create.sh|scripts/test_telegram_os_flow.sh|scripts/generated/run_task_decomposer_v1.sh
bots/task_router_v1.py	1	scripts/run_task_router_v1.sh
bots/tech_adoption_adopter_v1.py	1	scripts/generated/run_tech_adoption_adopter_v1.sh
bots/tech_adoption_scout_v1.py	0	
bots/telegram_ops_executor_v1.py	1	scripts/run_telegram_ops_executor_v1.sh
bots/telegram_reply_formatter_v1.py	2	scripts/test_telegram_os_flow.sh|scripts/generated/run_telegram_reply_formatter_v1.sh
bots/telegram_report_v1.py	2	scripts/run_telegram_report_v1.sh|scripts/generated/run_telegram_report_v1.sh
bots/text_normalizer_v1.py	2	scripts/generated/run_fortune_text_normalizer_v1.sh|scripts/generated/run_text_normalizer_v1.sh
bots/tg_inbox_poll_daemon_v1.py	1	scripts/generated/run_tg_inbox_poll_daemon_v1.sh
bots/tg_inbox_poll_v1.py	1	scripts/generated/run_tg_inbox_poll_v1.sh
bots/tg_send_reflection_v1.py	0	
bots/web_enrich_v1.py	1	scripts/generated/run_web_enrich_v1.sh
bots/winner_exec_bridge_v1.py	1	scripts/generated/run_winner_exec_bridge_v1.sh
bots/winner_learning_log_v1.py	1	scripts/generated/run_winner_learning_log_v1.sh
bots/winner_loop_v1.py	1	scripts/generated/run_winner_loop_v1.sh
bots/winner_rejudge_v1.py	1	scripts/generated/run_winner_rejudge_v1.sh
